+ACI-date+ACI-,+ACI-product+ACI-,+ACI-sales+ACI-,+ACI-day+AF8-of+AF8-week+ACI-,+ACI-month+ACI-,+ACI-quarter+ACI-,+ACI-year+ACI-,+ACI-day+AF8-of+AF8-year+ACI-,+ACI-sales+AF8-rolling+AF8-7+ACI-,+ACI-sales+AF8-rolling+AF8-30+ACI-,+ACI-sales+AF8-lag+AF8-1+ACI-,+ACI-sales+AF8-lag+AF8-7+ACI-,,
2024+AC0-02+AC0-11,+ACI-Widget C+ACI-,19,6,2,1,2024,42,+ACI-20.285714285714285+ACI-,+ACI-20.366666666666667+ACI-,+ACI-24.0+ACI-,+ACI-13.0+ACI-,,
2024+AC0-02+AC0-12,+ACI-Widget C+ACI-,14,0,2,1,2024,43,+ACI-19.714285714285715+ACI-,+ACI-20.0+ACI-,+ACI-19.0+ACI-,+ACI-18.0+ACI-,,
2024+AC0-02+AC0-13,+ACI-Widget C+ACI-,16,1,2,1,2024,44,+ACI-19.285714285714285+ACI-,+ACI-19.866666666666667+ACI-,+ACI-14.0+ACI-,+ACI-19.0+ACI-,,
2024+AC0-02+AC0-14,+ACI-Widget C+ACI-,22,2,2,1,2024,45,+ACI-19.857142857142858+ACI-,+ACI-19.766666666666666+ACI-,+ACI-16.0+ACI-,+ACI-18.0+ACI-,,
2024+AC0-02+AC0-15,+ACI-Widget C+ACI-,18,3,2,1,2024,46,+ACI-20.0+ACI-,+ACI-19.866666666666667+ACI-,+ACI-22.0+ACI-,+ACI-17.0+ACI-,,
2024+AC0-02+AC0-16,+ACI-Widget C+ACI-,16,4,2,1,2024,47,+ACI-18.428571428571427+ACI-,+ACI-19.566666666666666+ACI-,+ACI-18.0+ACI-,+ACI-27.0+ACI-,,
2024+AC0-02+AC0-17,+ACI-Widget C+ACI-,20,5,2,1,2024,48,+ACI-17.857142857142858+ACI-,+ACI-19.433333333333334+ACI-,+ACI-16.0+ACI-,+ACI-24.0+ACI-,,
2024+AC0-02+AC0-18,+ACI-Widget C+ACI-,18,6,2,1,2024,49,+ACI-17.714285714285715+ACI-,+ACI-19.3+ACI-,+ACI-20.0+ACI-,+ACI-19.0+ACI-,,
2024+AC0-02+AC0-19,+ACI-Widget C+ACI-,18,0,2,1,2024,50,+ACI-18.285714285714285+ACI-,+ACI-19.133333333333333+ACI-,+ACI-18.0+ACI-,+ACI-14.0+ACI-,,
2024+AC0-02+AC0-20,+ACI-Widget C+ACI-,15,1,2,1,2024,51,+ACI-18.142857142857142+ACI-,+ACI-19.1+ACI-,+ACI-18.0+ACI-,+ACI-16.0+ACI-,,
2024+AC0-02+AC0-21,+ACI-Widget C+ACI-,12,2,2,1,2024,52,+ACI-16.714285714285715+ACI-,+ACI-18.833333333333332+ACI-,+ACI-15.0+ACI-,+ACI-22.0+ACI-,,
2024+AC0-02+AC0-22,+ACI-Widget C+ACI-,13,3,2,1,2024,53,+ACI-16.0+ACI-,+ACI-18.8+ACI-,+ACI-12.0+ACI-,+ACI-18.0+ACI-,,
2024+AC0-02+AC0-23,+ACI-Widget C+ACI-,25,4,2,1,2024,54,+ACI-17.285714285714285+ACI-,+ACI-18.866666666666667+ACI-,+ACI-13.0+ACI-,+ACI-16.0+ACI-,,
2024+AC0-02+AC0-24,+ACI-Widget C+ACI-,20,5,2,1,2024,55,+ACI-17.285714285714285+ACI-,+ACI-18.966666666666665+ACI-,+ACI-25.0+ACI-,+ACI-20.0+ACI-,,
2024+AC0-02+AC0-25,+ACI-Widget C+ACI-,13,6,2,1,2024,56,+ACI-16.571428571428573+ACI-,+ACI-18.7+ACI-,+ACI-20.0+ACI-,+ACI-18.0+ACI-,,
2024+AC0-02+AC0-26,+ACI-Widget C+ACI-,10,0,2,1,2024,57,+ACI-15.428571428571429+ACI-,+ACI-18.5+ACI-,+ACI-13.0+ACI-,+ACI-18.0+ACI-,,
2024+AC0-02+AC0-27,+ACI-Widget C+ACI-,17,1,2,1,2024,58,+ACI-15.714285714285714+ACI-,+ACI-18.2+ACI-,+ACI-10.0+ACI-,+ACI-15.0+ACI-,,
2024+AC0-02+AC0-28,+ACI-Widget C+ACI-,15,2,2,1,2024,59,+ACI-16.142857142857142+ACI-,+ACI-18.0+ACI-,+ACI-17.0+ACI-,+ACI-12.0+ACI-,,
2024+AC0-02+AC0-29,+ACI-Widget C+ACI-,15,3,2,1,2024,60,+ACI-16.428571428571427+ACI-,+ACI-18.066666666666666+ACI-,+ACI-15.0+ACI-,+ACI-13.0+ACI-,,
2024+AC0-03+AC0-01,+ACI-Widget C+ACI-,15,4,3,1,2024,61,+ACI-15.0+ACI-,+ACI-17.933333333333334+ACI-,+ACI-15.0+ACI-,+ACI-25.0+ACI-,,
2024+AC0-03+AC0-02,+ACI-Widget C+ACI-,7,5,3,1,2024,62,+ACI-13.142857142857142+ACI-,+ACI-17.433333333333334+ACI-,+ACI-15.0+ACI-,+ACI-20.0+ACI-,,
2024+AC0-03+AC0-03,+ACI-Widget C+ACI-,14,6,3,1,2024,63,+ACI-13.285714285714286+ACI-,+ACI-16.866666666666667+ACI-,+ACI-7.0+ACI-,+ACI-13.0+ACI-,,
2024+AC0-03+AC0-04,+ACI-Widget C+ACI-,10,0,3,1,2024,64,+ACI-13.285714285714286+ACI-,+ACI-16.6+ACI-,+ACI-14.0+ACI-,+ACI-10.0+ACI-,,
2024+AC0-03+AC0-05,+ACI-Widget C+ACI-,14,1,3,1,2024,65,+ACI-12.857142857142858+ACI-,+ACI-16.633333333333333+ACI-,+ACI-10.0+ACI-,+ACI-17.0+ACI-,,
2024+AC0-03+AC0-06,+ACI-Widget C+ACI-,15,2,3,1,2024,66,+ACI-12.857142857142858+ACI-,+ACI-16.533333333333335+ACI-,+ACI-14.0+ACI-,+ACI-15.0+ACI-,,
2024+AC0-03+AC0-07,+ACI-Widget C+ACI-,13,3,3,1,2024,67,+ACI-12.571428571428571+ACI-,+ACI-16.333333333333332+ACI-,+ACI-15.0+ACI-,+ACI-15.0+ACI-,,
2024+AC0-03+AC0-08,+ACI-Widget C+ACI-,10,4,3,1,2024,68,+ACI-11.857142857142858+ACI-,+ACI-16.066666666666666+ACI-,+ACI-13.0+ACI-,+ACI-15.0+ACI-,,
2024+AC0-03+AC0-09,+ACI-Widget C+ACI-,14,5,3,1,2024,69,+ACI-12.857142857142858+ACI-,+ACI-15.966666666666667+ACI-,+ACI-10.0+ACI-,+ACI-7.0+ACI-,,
2024+AC0-03+AC0-10,+ACI-Widget C+ACI-,10,6,3,1,2024,70,+ACI-12.285714285714286+ACI-,+ACI-15.4+ACI-,+ACI-14.0+ACI-,+ACI-14.0+ACI-,,
2024+AC0-03+AC0-11,+ACI-Widget C+ACI-,18,0,3,1,2024,71,+ACI-13.428571428571429+ACI-,+ACI-15.2+ACI-,+ACI-10.0+ACI-,+ACI-10.0+ACI-,,
2024+AC0-03+AC0-12,+ACI-Widget C+ACI-,20,1,3,1,2024,72,+ACI-14.285714285714286+ACI-,+ACI-15.233333333333333+ACI-,+ACI-18.0+ACI-,+ACI-14.0+ACI-,,
2024+AC0-03+AC0-13,+ACI-Widget C+ACI-,14,2,3,1,2024,73,+ACI-14.142857142857142+ACI-,+ACI-15.233333333333333+ACI-,+ACI-20.0+ACI-,+ACI-15.0+ACI-,,
2024+AC0-03+AC0-14,+ACI-Widget C+ACI-,24,3,3,1,2024,74,+ACI-15.714285714285714+ACI-,+ACI-15.5+ACI-,+ACI-14.0+ACI-,+ACI-13.0+ACI-,,
2024+AC0-03+AC0-15,+ACI-Widget C+ACI-,19,4,3,1,2024,75,+ACI-17.0+ACI-,+ACI-15.4+ACI-,+ACI-24.0+ACI-,+ACI-10.0+ACI-,,
2024+AC0-03+AC0-16,+ACI-Widget C+ACI-,14,5,3,1,2024,76,+ACI-17.0+ACI-,+ACI-15.266666666666667+ACI-,+ACI-19.0+ACI-,+ACI-14.0+ACI-,,
2024+AC0-03+AC0-17,+ACI-Widget C+ACI-,14,6,3,1,2024,77,+ACI-17.571428571428573+ACI-,+ACI-15.2+ACI-,+ACI-14.0+ACI-,+ACI-10.0+ACI-,,
2024+AC0-03+AC0-18,+ACI-Widget C+ACI-,7,0,3,1,2024,78,+ACI-16.0+ACI-,+ACI-14.766666666666667+ACI-,+ACI-14.0+ACI-,+ACI-18.0+ACI-,,
2024+AC0-03+AC0-19,+ACI-Widget C+ACI-,13,1,3,1,2024,79,+ACI-15.0+ACI-,+ACI-14.6+ACI-,+ACI-7.0+ACI-,+ACI-20.0+ACI-,,
2024+AC0-03+AC0-20,+ACI-Widget C+ACI-,15,2,3,1,2024,80,+ACI-15.142857142857142+ACI-,+ACI-14.5+ACI-,+ACI-13.0+ACI-,+ACI-14.0+ACI-,,
2024+AC0-03+AC0-21,+ACI-Widget C+ACI-,22,3,3,1,2024,81,+ACI-14.857142857142858+ACI-,+ACI-14.733333333333333+ACI-,+ACI-15.0+ACI-,+ACI-24.0+ACI-,,
2024+AC0-03+AC0-22,+ACI-Widget C+ACI-,14,4,3,1,2024,82,+ACI-14.142857142857142+ACI-,+ACI-14.8+ACI-,+ACI-22.0+ACI-,+ACI-19.0+ACI-,,
2024+AC0-03+AC0-23,+ACI-Widget C+ACI-,14,5,3,1,2024,83,+ACI-14.142857142857142+ACI-,+ACI-14.833333333333334+ACI-,+ACI-14.0+ACI-,+ACI-14.0+ACI-,,
2024+AC0-03+AC0-24,+ACI-Widget C+ACI-,18,6,3,1,2024,84,+ACI-14.714285714285714+ACI-,+ACI-14.6+ACI-,+ACI-14.0+ACI-,+ACI-14.0+ACI-,,
2024+AC0-03+AC0-25,+ACI-Widget C+ACI-,15,0,3,1,2024,85,+ACI-15.857142857142858+ACI-,+ACI-14.433333333333334+ACI-,+ACI-18.0+ACI-,+ACI-7.0+ACI-,,
2024+AC0-03+AC0-26,+ACI-Widget C+ACI-,17,1,3,1,2024,86,+ACI-16.428571428571427+ACI-,+ACI-14.566666666666666+ACI-,+ACI-15.0+ACI-,+ACI-13.0+ACI-,,
2024+AC0-03+AC0-27,+ACI-Widget C+ACI-,11,2,3,1,2024,87,+ACI-15.857142857142858+ACI-,+ACI-14.6+ACI-,+ACI-17.0+ACI-,+ACI-15.0+ACI-,,
2024+AC0-03+AC0-28,+ACI-Widget C+ACI-,16,3,3,1,2024,88,+ACI-15.0+ACI-,+ACI-14.566666666666666+ACI-,+ACI-11.0+ACI-,+ACI-22.0+ACI-,,
2024+AC0-03+AC0-29,+ACI-Widget C+ACI-,15,4,3,1,2024,89,+ACI-15.142857142857142+ACI-,+ACI-14.566666666666666+ACI-,+ACI-16.0+ACI-,+ACI-14.0+ACI-,,
2024+AC0-03+AC0-30,+ACI-Widget C+ACI-,19,5,3,1,2024,90,+ACI-15.857142857142858+ACI-,+ACI-14.7+ACI-,+ACI-15.0+ACI-,+ACI-14.0+ACI-,,
2024+AC0-03+AC0-31,+ACI-Widget C+ACI-,25,6,3,1,2024,91,+ACI-16.857142857142858+ACI-,+ACI-15.033333333333333+ACI-,+ACI-19.0+ACI-,+ACI-18.0+ACI-,,
2024+AC0-04+AC0-01,+ACI-Widget C+ACI-,14,0,4,2,2024,92,+ACI-16.714285714285715+ACI-,+ACI-15.266666666666667+ACI-,+ACI-25.0+ACI-,+ACI-15.0+ACI-,,
2024+AC0-04+AC0-02,+ACI-Widget C+ACI-,13,1,4,2,2024,93,+ACI-16.142857142857142+ACI-,+ACI-15.233333333333333+ACI-,+ACI-14.0+ACI-,+ACI-17.0+ACI-,,
2024+AC0-04+AC0-03,+ACI-Widget C+ACI-,24,2,4,2,2024,94,+ACI-18.0+ACI-,+ACI-15.7+ACI-,+ACI-13.0+ACI-,+ACI-11.0+ACI-,,
2024+AC0-04+AC0-04,+ACI-Widget C+ACI-,6,3,4,2,2024,95,+ACI-16.571428571428573+ACI-,+ACI-15.433333333333334+ACI-,+ACI-24.0+ACI-,+ACI-16.0+ACI-,,
2024+AC0-04+AC0-05,+ACI-Widget C+ACI-,18,4,4,2,2024,96,+ACI-17.0+ACI-,+ACI-15.533333333333333+ACI-,+ACI-6.0+ACI-,+ACI-15.0+ACI-,,
2024+AC0-04+AC0-06,+ACI-Widget C+ACI-,15,5,4,2,2024,97,+ACI-16.428571428571427+ACI-,+ACI-15.6+ACI-,+ACI-18.0+ACI-,+ACI-19.0+ACI-,,
2024+AC0-04+AC0-07,+ACI-Widget C+ACI-,9,6,4,2,2024,98,+ACI-14.142857142857142+ACI-,+ACI-15.566666666666666+ACI-,+ACI-15.0+ACI-,+ACI-25.0+ACI-,,
2024+AC0-04+AC0-08,+ACI-Widget C+ACI-,17,0,4,2,2024,99,+ACI-14.571428571428571+ACI-,+ACI-15.666666666666666+ACI-,+ACI-9.0+ACI-,+ACI-14.0+ACI-,,
2024+AC0-04+AC0-09,+ACI-Widget C+ACI-,8,1,4,2,2024,100,+ACI-13.857142857142858+ACI-,+ACI-15.6+ACI-,+ACI-17.0+ACI-,+ACI-13.0+ACI-,,
2024+AC0-04+AC0-10,+ACI-Widget C+ACI-,10,2,4,2,2024,101,+ACI-11.857142857142858+ACI-,+ACI-15.333333333333334+ACI-,+ACI-8.0+ACI-,+ACI-24.0+ACI-,,
2024+AC0-04+AC0-11,+ACI-Widget C+ACI-,13,3,4,2,2024,102,+ACI-12.857142857142858+ACI-,+ACI-15.1+ACI-,+ACI-10.0+ACI-,+ACI-6.0+ACI-,,
2024+AC0-04+AC0-12,+ACI-Widget C+ACI-,13,4,4,2,2024,103,+ACI-12.142857142857142+ACI-,+ACI-15.066666666666666+ACI-,+ACI-13.0+ACI-,+ACI-18.0+ACI-,,
2024+AC0-04+AC0-13,+ACI-Widget C+ACI-,18,5,4,2,2024,104,+ACI-12.571428571428571+ACI-,+ACI-14.866666666666667+ACI-,+ACI-13.0+ACI-,+ACI-15.0+ACI-,,
2024+AC0-04+AC0-14,+ACI-Widget C+ACI-,30,6,4,2,2024,105,+ACI-15.571428571428571+ACI-,+ACI-15.233333333333333+ACI-,+ACI-18.0+ACI-,+ACI-9.0+ACI-,,
2024+AC0-04+AC0-15,+ACI-Widget C+ACI-,19,0,4,2,2024,106,+ACI-15.857142857142858+ACI-,+ACI-15.4+ACI-,+ACI-30.0+ACI-,+ACI-17.0+ACI-,,
2024+AC0-04+AC0-16,+ACI-Widget C+ACI-,18,1,4,2,2024,107,+ACI-17.285714285714285+ACI-,+ACI-15.533333333333333+ACI-,+ACI-19.0+ACI-,+ACI-8.0+ACI-,,
2024+AC0-04+AC0-17,+ACI-Widget C+ACI-,17,2,4,2,2024,108,+ACI-18.285714285714285+ACI-,+ACI-15.866666666666667+ACI-,+ACI-18.0+ACI-,+ACI-10.0+ACI-,,
2024+AC0-04+AC0-18,+ACI-Widget C+ACI-,16,3,4,2,2024,109,+ACI-18.714285714285715+ACI-,+ACI-15.966666666666667+ACI-,+ACI-17.0+ACI-,+ACI-13.0+ACI-,,
2024+AC0-04+AC0-19,+ACI-Widget C+ACI-,21,4,4,2,2024,110,+ACI-19.857142857142858+ACI-,+ACI-16.166666666666668+ACI-,+ACI-16.0+ACI-,+ACI-13.0+ACI-,,
2024+AC0-04+AC0-20,+ACI-Widget C+ACI-,14,5,4,2,2024,111,+ACI-19.285714285714285+ACI-,+ACI-15.9+ACI-,+ACI-21.0+ACI-,+ACI-18.0+ACI-,,
2024+AC0-04+AC0-21,+ACI-Widget C+ACI-,17,6,4,2,2024,112,+ACI-17.428571428571427+ACI-,+ACI-16.0+ACI-,+ACI-14.0+ACI-,+ACI-30.0+ACI-,,
2024+AC0-04+AC0-22,+ACI-Widget C+ACI-,20,0,4,2,2024,113,+ACI-17.571428571428573+ACI-,+ACI-16.2+ACI-,+ACI-17.0+ACI-,+ACI-19.0+ACI-,,
2024+AC0-04+AC0-23,+ACI-Widget C+ACI-,12,1,4,2,2024,114,+ACI-16.714285714285715+ACI-,+ACI-16.0+ACI-,+ACI-20.0+ACI-,+ACI-18.0+ACI-,,
2024+AC0-04+AC0-24,+ACI-Widget C+ACI-,15,2,4,2,2024,115,+ACI-16.428571428571427+ACI-,+ACI-16.0+ACI-,+ACI-12.0+ACI-,+ACI-17.0+ACI-,,
2024+AC0-04+AC0-25,+ACI-Widget C+ACI-,11,3,4,2,2024,116,+ACI-15.714285714285714+ACI-,+ACI-15.8+ACI-,+ACI-15.0+ACI-,+ACI-16.0+ACI-,,
2024+AC0-04+AC0-26,+ACI-Widget C+ACI-,16,4,4,2,2024,117,+ACI-15.0+ACI-,+ACI-15.966666666666667+ACI-,+ACI-11.0+ACI-,+ACI-21.0+ACI-,,
2024+AC0-04+AC0-27,+ACI-Widget C+ACI-,14,5,4,2,2024,118,+ACI-15.0+ACI-,+ACI-15.9+ACI-,+ACI-16.0+ACI-,+ACI-14.0+ACI-,,
2024+AC0-04+AC0-28,+ACI-Widget C+ACI-,19,6,4,2,2024,119,+ACI-15.285714285714286+ACI-,+ACI-16.033333333333335+ACI-,+ACI-14.0+ACI-,+ACI-17.0+ACI-,,
2024+AC0-04+AC0-29,+ACI-Widget C+ACI-,17,0,4,2,2024,120,+ACI-14.857142857142858+ACI-,+ACI-15.966666666666667+ACI-,+ACI-19.0+ACI-,+ACI-20.0+ACI-,,
2024+AC0-04+AC0-30,+ACI-Widget C+ACI-,14,1,4,2,2024,121,+ACI-15.142857142857142+ACI-,+ACI-15.6+ACI-,+ACI-17.0+ACI-,+ACI-12.0+ACI-,,
2024+AC0-05+AC0-01,+ACI-Widget C+ACI-,11,2,5,2,2024,122,+ACI-14.571428571428571+ACI-,+ACI-15.5+ACI-,+ACI-14.0+ACI-,+ACI-15.0+ACI-,,
2024+AC0-05+AC0-02,+ACI-Widget C+ACI-,13,3,5,2,2024,123,+ACI-14.857142857142858+ACI-,+ACI-15.5+ACI-,+ACI-11.0+ACI-,+ACI-11.0+ACI-,,
2024+AC0-05+AC0-03,+ACI-Widget C+ACI-,26,4,5,2,2024,124,+ACI-16.285714285714285+ACI-,+ACI-15.566666666666666+ACI-,+ACI-13.0+ACI-,+ACI-16.0+ACI-,,
2024+AC0-05+AC0-04,+ACI-Widget C+ACI-,13,5,5,2,2024,125,+ACI-16.142857142857142+ACI-,+ACI-15.8+ACI-,+ACI-26.0+ACI-,+ACI-14.0+ACI-,,
2024+AC0-05+AC0-05,+ACI-Widget C+ACI-,13,6,5,2,2024,126,+ACI-15.285714285714286+ACI-,+ACI-15.633333333333333+ACI-,+ACI-13.0+ACI-,+ACI-19.0+ACI-,,
2024+AC0-05+AC0-06,+ACI-Widget C+ACI-,20,0,5,2,2024,127,+ACI-15.714285714285714+ACI-,+ACI-15.8+ACI-,+ACI-13.0+ACI-,+ACI-17.0+ACI-,,
2024+AC0-05+AC0-07,+ACI-Widget C+ACI-,22,1,5,2,2024,128,+ACI-16.857142857142858+ACI-,+ACI-16.233333333333334+ACI-,+ACI-20.0+ACI-,+ACI-14.0+ACI-,,
2024+AC0-05+AC0-08,+ACI-Widget C+ACI-,14,2,5,2,2024,129,+ACI-17.285714285714285+ACI-,+ACI-16.133333333333333+ACI-,+ACI-22.0+ACI-,+ACI-11.0+ACI-,,
2024+AC0-05+AC0-09,+ACI-Widget C+ACI-,10,3,5,2,2024,130,+ACI-16.857142857142858+ACI-,+ACI-16.2+ACI-,+ACI-14.0+ACI-,+ACI-13.0+ACI-,,
2024+AC0-05+AC0-10,+ACI-Widget C+ACI-,13,4,5,2,2024,131,+ACI-15.0+ACI-,+ACI-16.3+ACI-,+ACI-10.0+ACI-,+ACI-26.0+ACI-,,
2024+AC0-05+AC0-11,+ACI-Widget C+ACI-,17,5,5,2,2024,132,+ACI-15.571428571428571+ACI-,+ACI-16.433333333333334+ACI-,+ACI-13.0+ACI-,+ACI-13.0+ACI-,,
2024+AC0-05+AC0-12,+ACI-Widget C+ACI-,21,6,5,2,2024,133,+ACI-16.714285714285715+ACI-,+ACI-16.7+ACI-,+ACI-17.0+ACI-,+ACI-13.0+ACI-,,
2024+AC0-05+AC0-13,+ACI-Widget C+ACI-,15,0,5,2,2024,134,+ACI-16.0+ACI-,+ACI-16.6+ACI-,+ACI-21.0+ACI-,+ACI-20.0+ACI-,,
2024+AC0-05+AC0-14,+ACI-Widget C+ACI-,19,1,5,2,2024,135,+ACI-15.571428571428571+ACI-,+ACI-16.233333333333334+ACI-,+ACI-15.0+ACI-,+ACI-22.0+ACI-,,
2024+AC0-05+AC0-15,+ACI-Widget C+ACI-,20,2,5,2,2024,136,+ACI-16.428571428571427+ACI-,+ACI-16.266666666666666+ACI-,+ACI-19.0+ACI-,+ACI-14.0+ACI-,,
2024+AC0-05+AC0-16,+ACI-Widget C+ACI-,17,3,5,2,2024,137,+ACI-17.428571428571427+ACI-,+ACI-16.233333333333334+ACI-,+ACI-20.0+ACI-,+ACI-10.0+ACI-,,
2024+AC0-05+AC0-17,+ACI-Widget C+ACI-,17,4,5,2,2024,138,+ACI-18.0+ACI-,+ACI-16.233333333333334+ACI-,+ACI-17.0+ACI-,+ACI-13.0+ACI-,,
2024+AC0-05+AC0-18,+ACI-Widget C+ACI-,16,5,5,2,2024,139,+ACI-17.857142857142858+ACI-,+ACI-16.233333333333334+ACI-,+ACI-17.0+ACI-,+ACI-17.0+ACI-,,
2024+AC0-05+AC0-19,+ACI-Widget C+ACI-,16,6,5,2,2024,140,+ACI-17.142857142857142+ACI-,+ACI-16.066666666666666+ACI-,+ACI-16.0+ACI-,+ACI-21.0+ACI-,,
2024+AC0-05+AC0-20,+ACI-Widget C+ACI-,9,0,5,2,2024,141,+ACI-16.285714285714285+ACI-,+ACI-15.9+ACI-,+ACI-16.0+ACI-,+ACI-15.0+ACI-,,
2024+AC0-05+AC0-21,+ACI-Widget C+ACI-,21,1,5,2,2024,142,+ACI-16.571428571428573+ACI-,+ACI-16.033333333333335+ACI-,+ACI-9.0+ACI-,+ACI-19.0+ACI-,,
2024+AC0-05+AC0-22,+ACI-Widget C+ACI-,8,2,5,2,2024,143,+ACI-14.857142857142858+ACI-,+ACI-15.633333333333333+ACI-,+ACI-21.0+ACI-,+ACI-20.0+ACI-,,
2024+AC0-05+AC0-23,+ACI-Widget C+ACI-,13,3,5,2,2024,144,+ACI-14.285714285714286+ACI-,+ACI-15.666666666666666+ACI-,+ACI-8.0+ACI-,+ACI-17.0+ACI-,,
2024+AC0-05+AC0-24,+ACI-Widget C+ACI-,12,4,5,2,2024,145,+ACI-13.571428571428571+ACI-,+ACI-15.566666666666666+ACI-,+ACI-13.0+ACI-,+ACI-17.0+ACI-,,
2024+AC0-05+AC0-25,+ACI-Widget C+ACI-,19,5,5,2,2024,146,+ACI-14.0+ACI-,+ACI-15.833333333333334+ACI-,+ACI-12.0+ACI-,+ACI-16.0+ACI-,,
2024+AC0-05+AC0-26,+ACI-Widget C+ACI-,13,6,5,2,2024,147,+ACI-13.571428571428571+ACI-,+ACI-15.733333333333333+ACI-,+ACI-19.0+ACI-,+ACI-16.0+ACI-,,
2024+AC0-05+AC0-27,+ACI-Widget C+ACI-,13,0,5,2,2024,148,+ACI-14.142857142857142+ACI-,+ACI-15.7+ACI-,+ACI-13.0+ACI-,+ACI-9.0+ACI-,,
2024+AC0-05+AC0-28,+ACI-Widget C+ACI-,16,1,5,2,2024,149,+ACI-13.428571428571429+ACI-,+ACI-15.6+ACI-,+ACI-13.0+ACI-,+ACI-21.0+ACI-,,
2024+AC0-05+AC0-29,+ACI-Widget C+ACI-,25,2,5,2,2024,150,+ACI-15.857142857142858+ACI-,+ACI-15.866666666666667+ACI-,+ACI-16.0+ACI-,+ACI-8.0+ACI-,,
2024+AC0-05+AC0-30,+ACI-Widget C+ACI-,12,3,5,2,2024,151,+ACI-15.714285714285714+ACI-,+ACI-15.8+ACI-,+ACI-25.0+ACI-,+ACI-13.0+ACI-,,
2024+AC0-05+AC0-31,+ACI-Widget C+ACI-,17,4,5,2,2024,152,+ACI-16.428571428571427+ACI-,+ACI-16.0+ACI-,+ACI-12.0+ACI-,+ACI-12.0+ACI-,,
2024+AC0-06+AC0-01,+ACI-Widget C+ACI-,18,5,6,2,2024,153,+ACI-16.285714285714285+ACI-,+ACI-16.166666666666668+ACI-,+ACI-17.0+ACI-,+ACI-19.0+ACI-,,
2024+AC0-06+AC0-02,+ACI-Widget C+ACI-,17,6,6,2,2024,154,+ACI-16.857142857142858+ACI-,+ACI-15.866666666666667+ACI-,+ACI-18.0+ACI-,+ACI-13.0+ACI-,,
2024+AC0-06+AC0-03,+ACI-Widget C+ACI-,16,0,6,2,2024,155,+ACI-17.285714285714285+ACI-,+ACI-15.966666666666667+ACI-,+ACI-17.0+ACI-,+ACI-13.0+ACI-,,
2024+AC0-06+AC0-04,+ACI-Widget C+ACI-,20,1,6,2,2024,156,+ACI-17.857142857142858+ACI-,+ACI-16.2+ACI-,+ACI-16.0+ACI-,+ACI-16.0+ACI-,,
2024+AC0-06+AC0-05,+ACI-Widget C+ACI-,19,2,6,2,2024,157,+ACI-17.0+ACI-,+ACI-16.166666666666668+ACI-,+ACI-20.0+ACI-,+ACI-25.0+ACI-,,
2024+AC0-06+AC0-06,+ACI-Widget C+ACI-,12,3,6,2,2024,158,+ACI-17.0+ACI-,+ACI-15.833333333333334+ACI-,+ACI-19.0+ACI-,+ACI-12.0+ACI-,,
2024+AC0-06+AC0-07,+ACI-Widget C+ACI-,25,4,6,2,2024,159,+ACI-18.142857142857142+ACI-,+ACI-16.2+ACI-,+ACI-12.0+ACI-,+ACI-17.0+ACI-,,
2024+AC0-06+AC0-08,+ACI-Widget C+ACI-,16,5,6,2,2024,160,+ACI-17.857142857142858+ACI-,+ACI-16.4+ACI-,+ACI-25.0+ACI-,+ACI-18.0+ACI-,,
2024+AC0-06+AC0-09,+ACI-Widget C+ACI-,21,6,6,2,2024,161,+ACI-18.428571428571427+ACI-,+ACI-16.666666666666668+ACI-,+ACI-16.0+ACI-,+ACI-17.0+ACI-,,
2024+AC0-06+AC0-10,+ACI-Widget C+ACI-,15,0,6,2,2024,162,+ACI-18.285714285714285+ACI-,+ACI-16.6+ACI-,+ACI-21.0+ACI-,+ACI-16.0+ACI-,,
2024+AC0-06+AC0-11,+ACI-Widget C+ACI-,14,1,6,2,2024,163,+ACI-17.428571428571427+ACI-,+ACI-16.366666666666667+ACI-,+ACI-15.0+ACI-,+ACI-20.0+ACI-,,
2024+AC0-06+AC0-12,+ACI-Widget C+ACI-,21,2,6,2,2024,164,+ACI-17.714285714285715+ACI-,+ACI-16.566666666666666+ACI-,+ACI-14.0+ACI-,+ACI-19.0+ACI-,,
2024+AC0-06+AC0-13,+ACI-Widget C+ACI-,16,3,6,2,2024,165,+ACI-18.285714285714285+ACI-,+ACI-16.466666666666665+ACI-,+ACI-21.0+ACI-,+ACI-12.0+ACI-,,
2024+AC0-06+AC0-14,+ACI-Widget C+ACI-,19,4,6,2,2024,166,+ACI-17.428571428571427+ACI-,+ACI-16.433333333333334+ACI-,+ACI-16.0+ACI-,+ACI-25.0+ACI-,,
2024+AC0-06+AC0-15,+ACI-Widget C+ACI-,17,5,6,2,2024,167,+ACI-17.571428571428573+ACI-,+ACI-16.433333333333334+ACI-,+ACI-19.0+ACI-,+ACI-16.0+ACI-,,
2024+AC0-06+AC0-16,+ACI-Widget C+ACI-,21,6,6,2,2024,168,+ACI-17.571428571428573+ACI-,+ACI-16.566666666666666+ACI-,+ACI-17.0+ACI-,+ACI-21.0+ACI-,,
2024+AC0-06+AC0-17,+ACI-Widget C+ACI-,17,0,6,2,2024,169,+ACI-17.857142857142858+ACI-,+ACI-16.6+ACI-,+ACI-21.0+ACI-,+ACI-15.0+ACI-,,
